Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,data_fetched_at,MA_5,MA_20,MA_50,RSI,BB_Middle,BB_Upper,BB_Lower,MACD,MACD_Signal,MACD_Histogram,Volume_MA,Volume_Ratio,Price_Change,Price_Change_5d,Volatility
2025-07-16 00:00:00+05:30,38102.711381408575,38102.711381408575,37333.55306267186,37949.6875,1786,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,,,,,,,,0.0,0.0,0.0,,,,,
2025-07-17 00:00:00+05:30,38002.37542001234,38327.557920360116,37786.94880607204,38128.70703125,677,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,,,,,,,,4.016463842148369,2.231368801193538,1.7850950409548307,,,0.00471728604484567,,
2025-07-18 00:00:00+05:30,38276.15823314126,38526.90220232013,37688.28845399818,37714.13671875,1208,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,,,,,,,,-7.738028433988802,-1.8544497378156173,-5.883578696173185,,,-0.010872918196786041,,
2025-07-21 00:00:00+05:30,37714.38123316911,37999.06669027019,37530.479723172364,37902.1328125,453,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,,,,,,,,-6.107035160152009,-3.2950274554092456,-2.812007704742763,,,0.004984764603044312,,
2025-07-22 00:00:00+05:30,38181.490295424985,38181.490295424985,36932.64952193189,37254.37890625,1294,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,37789.80859375,,,,,,,-30.86782803494134,-11.497312254175336,-19.370515780766006,,,-0.017090170346202083,,
2025-07-23 00:00:00+05:30,37319.49379749473,37559.23866163895,36998.55062215816,37452.2421875,1595,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,37690.31953125,,,,,,,-36.71146020881133,-18.33174822938893,-18.379711979422403,,,0.005311141590842672,-0.013108021311110885,
2025-07-24 00:00:00+05:30,37471.232961483875,37811.56135894736,37325.955471921516,37366.40625,682,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,37537.859375,,,,,,,-43.715208940287994,-24.755624966205595,-18.9595839740824,,,-0.002291877134358855,-0.019992830615137902,
2025-07-25 00:00:00+05:30,37501.523910206306,37569.7499183011,37110.82855932688,37312.5390625,600,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,37457.53984375,,,,,,,-50.27046813216293,-30.887321585717224,-19.38314654644571,,,-0.0014415940120010573,-0.010648464771840893,
2025-07-28 00:00:00+05:30,38280.2506442709,38280.2506442709,37340.61015713914,37709.5,2303,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,37419.01328125,,,,,,,-34.35029817811301,-31.68728635847612,-2.663011819636889,,,0.010638807957696894,-0.005082373951169061,
2025-07-29 00:00:00+05:30,37800.0,40120.0,37618.6015625,40003.3984375,3001,512.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,37968.8171875,,,,,,,95.60000491867686,-3.167544095275653,98.76754901395252,,,0.06083078368846051,0.07379050763852102,
2025-07-30 00:00:00+05:30,39914.8984375,40400.0,39183.44921875,40099.5,2475,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,38498.26875,,,,,,,193.28331022868224,39.81478032318274,153.4685299054995,,,0.0024023349578699005,0.07068356012563504,
2025-07-31 00:00:00+05:30,39066.05078125,40465.0,39066.05078125,40383.75,1254,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39101.7375,,,,,,,277.8843595582148,90.94214169022464,186.94221786799014,,,0.007088617065050595,0.0807501724894939,
2025-08-01 00:00:00+05:30,40499.25,40710.0,40101.0,40377.05078125,933,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39714.63984375,,,,,,,336.56211252021603,142.92386110250237,193.63825141771366,,,-0.000165888971430328,0.08213088135376734,
2025-08-04 00:00:00+05:30,40314.69921875,41279.8515625,40072.69921875,41117.6015625,1262,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40396.26015625,,,78.35904924558731,,,,419.0314407258411,200.68577276791788,218.3456679579232,,,0.018340883420685294,0.09037779770349652,
2025-08-05 00:00:00+05:30,41298.94921875,41298.94921875,39500.0,40587.1484375,3311,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40513.01015625,,,71.56260977868617,,,,444.4013144998753,251.20641830505602,193.19489619481928,,,-0.012900877114480847,0.01459251020665242,
2025-08-06 00:00:00+05:30,40587.80078125,40587.80078125,38145.69921875,38272.44921875,3350,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40147.6,,,50.87100640792583,,,,317.6804339282389,264.8862751689084,52.794158759330514,,,-0.057030348468909975,-0.045562931738550305,
2025-08-07 00:00:00+05:30,38475.0,38725.1484375,37950.05078125,38614.6015625,1702,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39793.7703125,,,55.50468157862688,,,,238.26965347822988,259.44031879529837,-21.170665317068483,,,0.008939912410475648,-0.04380842387098771,
2025-08-08 00:00:00+05:30,38649.94921875,39141.80078125,38223.8984375,38326.69921875,1139,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39383.7,,,52.56412010638755,,,,156.3765802499911,238.44943290270064,-82.07285265270954,,,-0.00745578957441817,-0.05078012194620529,
2025-08-11 00:00:00+05:30,38350.0,39099.8984375,38305.75,38704.0,1065,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,38900.9796875,,,59.05047593265974,,,,115.74233152347733,213.54916190303027,-97.80683037955293,,,0.009844332774303188,-0.058699959890200604,
2025-08-12 00:00:00+05:30,39098.69921875,39098.69921875,38570.8515625,38636.44921875,430,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,38510.83984375,38695.6189453125,,57.51569918064285,38695.6189453125,41203.43400559961,36187.80388502539,78.62365052520181,186.24931380805256,-107.62566328285075,1526.0,0.2817824377457405,-0.001745317828906523,-0.04806199237558839,
2025-08-13 00:00:00+05:30,38829.6015625,38898.75,38540.75,38637.69921875,630,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,38583.88984375,38730.01953125,,58.15596758373092,38730.01953125,41213.50904385226,36246.53001864774,49.08510759824276,158.561093812029,-109.47598621378623,1468.2,0.4290968532897425,3.23528695125308e-05,0.00954341850223317,0.02093699678565548
2025-08-14 00:00:00+05:30,38900.0,38900.0,38404.05078125,38606.5,653,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,38582.26953125,38753.9091796875,,58.32560893710967,38753.9091796875,41222.18950165557,36285.62885771943,23.538458097209514,131.35582723304933,-107.81736913583981,1467.0,0.4451261077027948,-0.0008074812781517782,-0.00020980567381712056,0.0209232957615935
2025-08-18 00:00:00+05:30,39020.05078125,39884.25,39020.0,39338.44921875,996,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,38784.61953125,38835.1248046875,,60.04785253900367,38835.1248046875,41265.960811365934,36404.28879800906,53.17391477714409,115.62659574740692,-62.45268097026283,1456.4,0.683878055479264,0.0189592223783559,0.026398046808712383,0.021107593513637505
2025-08-19 00:00:00+05:30,39387.55078125,40237.30078125,39387.55078125,39866.55078125,731,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39017.1296875,38933.345703125,,48.920787071008775,38933.345703125,41364.199836046624,36502.491570203376,111.868842563199,114.87147917336543,-3.0026366101664337,1470.3,0.4971774467795688,0.013424564846554521,0.03003696727082472,0.021247528004237133
2025-08-20 00:00:00+05:30,39300.30078125,40260.0,39300.30078125,39929.19921875,409,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39275.6796875,39067.08671875,,48.649843885199104,39067.08671875,41401.40991191445,36732.76352558554,160.5511655004957,124.04206192086764,36.50910357962806,1426.05,0.2868062129658848,0.0015714536691111558,0.03345933764981268,0.020734223533424613
2025-08-21 00:00:00+05:30,40264.75,40264.75,39425.05078125,39511.1015625,194,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39450.36015625,39170.0296875,,43.22536272230046,39170.0296875,41382.936272597726,36957.12310240227,167.20899522846594,132.7016204922458,34.50737473622013,1356.0,0.1430678466076696,-0.010470975236930635,0.02260492631316291,0.020967771972474878
2025-08-22 00:00:00+05:30,39600.0,39737.5,39175.0,39317.25,495,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39592.51015625,39267.571875,,42.004770456411386,39267.571875,41311.24584387488,37223.89790612512,156.70191372882255,137.51331309841646,19.188600630406086,1346.65,0.3675788066683993,-0.004906255579671948,0.018410112286791014,0.02100987252552265
2025-08-25 00:00:00+05:30,39384.0,39510.0,38922.69921875,39097.6015625,722,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39544.340625,39356.825,,33.46107249725267,39356.825,41185.61694150583,37528.03305849416,130.9769106664462,136.20349906321272,-5.226588396766516,1352.75,0.5337275919423397,-0.005586566646955227,-0.006122449182241918,0.0210738196546641
2025-08-26 00:00:00+05:30,39100.30078125,39637.44921875,38800.25,39501.30078125,589,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39471.290625,39446.4150390625,,40.92108331542439,39446.4150390625,41102.85039557915,37789.97968254585,138.48353649667115,136.66021328092518,1.8233232157459724,1267.05,0.4648593188903358,0.010325421576171667,-0.009161815929452866,0.02106760445986468
2025-08-28 00:00:00+05:30,39501.3515625,39986.75,39080.6015625,39197.19921875,369,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39324.890625,39406.105078125,,61.648330020272,39406.105078125,41044.610564613795,37767.59959163621,120.64947902656422,133.4540974508964,-12.804618424332176,1135.45,0.3249812849531023,-0.007698520212892523,-0.018332448792418243,0.016066445139457167
2025-08-29 00:00:00+05:30,39317.55078125,40324.44921875,39110.0,39991.44921875,716,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39420.96015625,39400.7025390625,,65.5697370036849,39400.7025390625,41030.269713477486,37771.13536464751,163.4119517339568,139.45160795421896,23.960343779737855,1047.5,0.6835322195704058,0.020262927347627135,0.012157283326818202,0.016741390370316363
2025-09-01 00:00:00+05:30,40000.0,40944.3984375,39990.1015625,40765.25,2470,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,39710.56015625,39419.7775390625,,74.84540004951019,39419.7775390625,41105.75087567297,37733.80420245203,251.89351160632214,161.95781994284974,89.9356916634724,1108.3,2.2286384552918888,0.019349155791213546,0.03682861848170971,0.01723186706914512
2025-09-02 00:00:00+05:30,40875.0,41550.0,40684.8984375,41272.3984375,766,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40145.51953125,39464.544921875,,75.49381643800774,39464.544921875,41298.58869669026,37630.50114705974,355.69705866247386,200.7302426292199,154.96681603325396,1099.95,0.6963952906950316,0.012440704705600991,0.055624815540755046,0.0174312502752859
2025-09-03 00:00:00+05:30,41570.6484375,41784.8515625,41060.0,41116.25,505,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40468.509375,39464.47734375,,74.1889563483203,39464.47734375,41298.264739701306,37630.68994779869,421.124430181364,244.83144210444294,176.29298807692106,1062.1,0.4754731192919688,-0.0037833623295835395,0.040883444008420255,0.016985500849138427
2025-09-04 00:00:00+05:30,39000.05078125,41574.8984375,39000.05078125,40767.05078125,736,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40782.4796875,39473.4724609375,,69.4502406330104,39473.4724609375,41332.04440548532,37614.90051638967,441.3025396254743,284.1416077062556,157.16093191921868,933.35,0.7885573471902287,-0.00849297342899702,0.04005009525652681,0.016835341024172477
2025-09-05 00:00:00+05:30,41489.94921875,41489.94921875,40770.05078125,40904.30078125,431,0.0,0.0,BOSCHLTD.BO,2025-10-16 15:12:17.911322,40965.05,39605.0650390625,,70.59000191115842,39605.0650390625,41478.21924175847,37731.91083636654,462.3263550490228,319.7901257803345,142.53622926868832,787.4,0.5473710947421895,0.0033666894555719473,0.022826168601862262,0.010048068057381577
